Epoch,loss,acc,val_loss,val_acc
0,1.6774717569351196,0.19327731430530548,1.6049107313156128,0.3095238208770752
1,1.562417984008789,0.2857142984867096,1.563244104385376,0.2857142984867096
2,1.5341057777404785,0.3403361439704895,1.5457589626312256,0.190476194024086
3,1.4986131191253662,0.3445378243923187,1.5399460792541504,0.2142857164144516
4,1.4293591976165771,0.424369752407074,1.5791480541229248,0.190476194024086
5,1.3583922386169434,0.4327731132507324,1.6100260019302368,0.261904776096344
6,1.3231621980667114,0.462184876203537,1.5838797092437744,0.2380952388048172
7,1.3047407865524292,0.45378151535987854,1.6223493814468384,0.3095238208770752
8,1.2129298448562622,0.5378151535987854,1.581798791885376,0.3333333432674408
9,1.1916052103042603,0.5462185144424438,1.6073288917541504,0.380952388048172
10,1.0830224752426147,0.6218487620353699,1.712286114692688,0.2857142984867096
11,1.0528489351272583,0.5840336084365845,1.6311732530593872,0.3095238208770752
12,1.0072349309921265,0.6176470518112183,1.6607142686843872,0.3095238208770752
13,0.9498674869537354,0.6302521228790283,1.5949125289916992,0.3333333432674408
14,0.8700793981552124,0.680672287940979,1.5918898582458496,0.4047619104385376
15,0.8538099527359009,0.7016806602478027,1.7305995225906372,0.3571428656578064
16,0.7536234855651855,0.7100840210914612,1.875848650932312,0.3333333432674408
17,0.7592638731002808,0.7310924530029297,1.7206666469573975,0.380952388048172
18,0.7226130962371826,0.7268907427787781,1.7509300708770752,0.3571428656578064
19,0.7509775757789612,0.7016806602478027,1.7942664623260498,0.3333333432674408
20,0.6794546246528625,0.7647058963775635,1.8877418041229248,0.380952388048172
21,0.5846495032310486,0.7689075469970703,1.8382887840270996,0.4047619104385376
22,0.5891613960266113,0.7857142686843872,1.827765703201294,0.4047619104385376
23,0.5779119729995728,0.8067227005958557,1.8465808629989624,0.4285714328289032
24,0.5458190441131592,0.819327712059021,2.102447509765625,0.4047619104385376
25,0.5195140242576599,0.8403361439704895,2.065359115600586,0.3095238208770752
26,0.4823985993862152,0.848739504814148,1.854120135307312,0.3571428656578064
27,0.40764689445495605,0.8571428656578064,1.9012610912322998,0.4047619104385376
28,0.34480854868888855,0.8991596698760986,2.0282390117645264,0.4047619104385376
29,0.3291519582271576,0.9033613204956055,2.3278870582580566,0.4047619104385376
30,0.2769782543182373,0.9201680421829224,2.3288867473602295,0.4285714328289032
31,0.2632926404476166,0.924369752407074,2.4189939498901367,0.3571428656578064
32,0.2562730610370636,0.924369752407074,2.3981902599334717,0.4047619104385376
33,0.21057790517807007,0.9495798349380493,2.4122841358184814,0.380952388048172
34,0.19137929379940033,0.970588207244873,2.246652841567993,0.4285714328289032
35,0.24899126589298248,0.9285714030265808,2.3558170795440674,0.3571428656578064
36,0.23011210560798645,0.9369747638702393,2.569183111190796,0.3095238208770752
37,0.17885248363018036,0.9537814855575562,2.726745128631592,0.4047619104385376
38,0.18914471566677094,0.9621848464012146,2.989853620529175,0.4047619104385376
39,0.18066523969173431,0.9495798349380493,2.8959312438964844,0.4523809552192688
40,0.23734761774539948,0.9201680421829224,2.9384281635284424,0.4285714328289032
41,0.1889214664697647,0.9285714030265808,2.9068033695220947,0.4047619104385376
42,0.2093629539012909,0.9411764740943909,2.792698383331299,0.380952388048172
43,0.210699662566185,0.9285714030265808,2.773981809616089,0.4047619104385376
44,0.226954385638237,0.9285714030265808,2.893049716949463,0.4285714328289032
45,0.19102218747138977,0.9579831957817078,3.289327621459961,0.4285714328289032
46,0.15533208847045898,0.970588207244873,3.081949234008789,0.4047619104385376
47,0.11897099763154984,0.970588207244873,3.1438541412353516,0.4285714328289032
48,0.09491477161645889,0.9873949289321899,3.155555248260498,0.3571428656578064
49,0.09597284346818924,0.9873949289321899,3.3113925457000732,0.3571428656578064
50,0.05954163894057274,0.9957982897758484,3.390225410461426,0.3571428656578064
51,0.07402519136667252,0.9789915680885315,3.440835475921631,0.380952388048172
52,0.0662706047296524,0.9873949289321899,3.5405335426330566,0.4285714328289032
53,0.06866908818483353,0.9831932783126831,3.4794552326202393,0.4285714328289032
54,0.08107071369886398,0.9789915680885315,3.558712959289551,0.4523809552192688
55,0.08265382051467896,0.9873949289321899,3.5795717239379883,0.4285714328289032
56,0.10352765768766403,0.9789915680885315,3.6458122730255127,0.4523809552192688
57,0.09455661475658417,0.9831932783126831,3.6829092502593994,0.4047619104385376
58,0.1033754050731659,0.9789915680885315,3.7243764400482178,0.380952388048172
59,0.05899164453148842,0.9915966391563416,3.654792070388794,0.380952388048172
60,0.0562170036137104,0.9873949289321899,3.6898510456085205,0.4285714328289032
61,0.05368763953447342,0.9915966391563416,3.853865146636963,0.4047619104385376
