Epoch,loss,acc,val_loss,val_acc
0,1.7488700151443481,0.17142857611179352,1.6439732313156128,0.24285714328289032
1,1.6817940473556519,0.18214285373687744,1.6372767686843872,0.2142857164144516
2,1.6290736198425293,0.2321428507566452,1.6328125,0.20000000298023224
3,1.6006696224212646,0.2678571343421936,1.6568080186843872,0.1428571492433548
4,1.5521624088287354,0.28928571939468384,1.6126116514205933,0.18571428954601288
5,1.5375697612762451,0.31785714626312256,1.6046874523162842,0.2571428716182709
6,1.4867885112762451,0.3464285731315613,1.5859932899475098,0.22857142984867096
7,1.4446568489074707,0.3928571343421936,1.5720982551574707,0.18571428954601288
8,1.3519949913024902,0.4571428596973419,1.5293526649475098,0.34285715222358704
9,1.266378402709961,0.4928571283817291,1.4965401887893677,0.3142857253551483
10,1.203759789466858,0.5285714268684387,1.4529297351837158,0.44285714626312256
11,1.0527414083480835,0.6285714507102966,1.4474050998687744,0.37142857909202576
12,0.9768345355987549,0.6535714268684387,1.4337611198425293,0.44285714626312256
13,0.929186999797821,0.6678571701049805,1.3137277364730835,0.4285714328289032
14,0.8311541080474854,0.699999988079071,1.4060547351837158,0.48571428656578064
15,0.7278599143028259,0.7678571343421936,1.4080915451049805,0.4571428596973419
16,0.7079493999481201,0.7678571343421936,1.2338448762893677,0.5285714268684387
17,0.6008583903312683,0.8035714030265808,1.6244559288024902,0.5142857432365417
18,0.6027542352676392,0.7928571701049805,1.5708844661712646,0.5285714268684387
19,0.5402818918228149,0.8285714387893677,1.328390121459961,0.48571428656578064
20,0.46950551867485046,0.8535714149475098,1.4125558137893677,0.5571428537368774
21,0.4202384948730469,0.875,1.5496476888656616,0.5142857432365417
22,0.3877929747104645,0.9178571701049805,1.923885703086853,0.37142857909202576
23,0.3170355558395386,0.9142857193946838,1.3909040689468384,0.5285714268684387
24,0.26770249009132385,0.9357143044471741,1.4277291297912598,0.5285714268684387
25,0.23101000487804413,0.9571428298950195,1.6012991666793823,0.5285714268684387
26,0.17903916537761688,0.9642857313156128,1.2967573404312134,0.5857142806053162
27,0.1652437150478363,0.9714285731315613,1.5255048274993896,0.5428571701049805
28,0.13922996819019318,0.9821428656578064,1.491292953491211,0.5714285969734192
29,0.11018232256174088,0.9857142567634583,1.4675763845443726,0.6000000238418579
30,0.10371464490890503,0.9821428656578064,1.5172269344329834,0.5428571701049805
31,0.08537407219409943,0.9857142567634583,1.5128099918365479,0.5714285969734192
32,0.07066913694143295,0.9857142567634583,1.6762503385543823,0.5
33,0.07077895849943161,0.9892857074737549,1.7565836906433105,0.48571428656578064
34,0.058200836181640625,0.9928571581840515,1.6859971284866333,0.6000000238418579
35,0.04964253678917885,0.9892857074737549,1.8257590532302856,0.5428571701049805
36,0.036174315959215164,1.0,1.6477876901626587,0.5428571701049805
37,0.026780448853969574,1.0,1.5512824058532715,0.5714285969734192
38,0.03406783565878868,1.0,1.6346092224121094,0.5428571701049805
39,0.02711060643196106,1.0,1.6899511814117432,0.5857142806053162
40,0.02660464681684971,0.9964285492897034,1.531315565109253,0.5857142806053162
41,0.0413009449839592,0.9964285492897034,1.8479267358779907,0.5714285969734192
42,0.034846968948841095,0.9928571581840515,1.8596549034118652,0.5571428537368774
43,0.015551676042377949,1.0,1.7480299472808838,0.5428571701049805
44,0.027253123000264168,0.9928571581840515,1.9464246034622192,0.5857142806053162
45,0.02414284087717533,0.9964285492897034,1.8026931285858154,0.5714285969734192
46,0.018421543762087822,1.0,1.7404658794403076,0.6000000238418579
47,0.01653827540576458,1.0,1.821472406387329,0.6000000238418579
48,0.013784529641270638,1.0,1.9606977701187134,0.5571428537368774
49,0.011671381071209908,0.9964285492897034,1.79672110080719,0.6142857074737549
50,0.011112541891634464,1.0,1.7817504405975342,0.6000000238418579
51,0.006840134039521217,1.0,1.9098423719406128,0.6000000238418579
52,0.007312247529625893,1.0,1.9211046695709229,0.5857142806053162
53,0.006372807547450066,1.0,1.8044112920761108,0.6000000238418579
54,0.0050515891052782536,1.0,1.7690739631652832,0.6285714507102966
55,0.0050248755142092705,1.0,1.8040189743041992,0.6000000238418579
56,0.0043181199580430984,1.0,1.8352909088134766,0.6000000238418579
57,0.0044595361687242985,1.0,1.857261061668396,0.5857142806053162
58,0.003297036048024893,1.0,1.8729876279830933,0.5857142806053162
59,0.003557759104296565,1.0,1.8854457139968872,0.6000000238418579
60,0.0027523492462933064,1.0,1.8880046606063843,0.6000000238418579
61,0.0033042754512280226,1.0,1.8863093852996826,0.6000000238418579
62,0.002590564312413335,1.0,1.8691571950912476,0.6142857074737549
63,0.0026162867434322834,1.0,1.8695707321166992,0.6142857074737549
64,0.002755773952230811,1.0,1.8827314376831055,0.6142857074737549
65,0.0024692262522876263,1.0,1.9060653448104858,0.6142857074737549
