Model,Acc_Mean,Acc_Std,Prec_Mean,Prec_Std,F1_Mean,F1_Std
FAST,0.5687619047619048,0.10407704404984582,0.5722476190476191,0.10522304276584404,0.5691771445156635,0.10473067582777904
Tsception_LOFO,0.5380952380952381,0.09292566806970072,0.5442421768707483,0.09149494475765066,0.5384047901532247,0.0931267105175914
